date,title,url,source,symbol,summary,text,id
2026-02-23 09:55:33+00:00,Asian Stocks Shrug Off Tariff Jitters,https://www.wsj.com/livecoverage/stock-market-today-dow-sp-500-nasdaq-tariffs-02-23-2026/card/asian-stocks-shrug-off-tariff-jitters-1nUsLZrn1xmLYw4zWeEH?siteid=yhoof2&yptr=yahoo,The Wall Street Journal,^HSI,"Asian stocks rose broadly, with South Korea and Taiwan setting records, despite renewed trade uncertainty.  Hong Kong’s Hang Seng Index rose 2.5%.   South Korea’s Kospi composite closed at a record high, as did its biggest component, Samsung Electronics.","Asian stocks rose broadly, with South Korea and Taiwan setting records, despite renewed trade uncertainty.  Hong Kong’s Hang Seng Index rose 2.5%.   South Korea’s Kospi composite closed at a record high, as did its biggest component, Samsung Electronics.",c9ca5d76-e6ca-3919-b3ad-19202467e82f
2026-02-23 10:54:34+00:00,Hong Kong Leads Asian Stock Markets Higher in Thin Holiday Trading,https://finance.yahoo.com/news/hong-kong-leads-asian-stock-105434319.html,MT Newswires,^HSI,"Asian stock markets largely gained ground on Monday, led by a Hong Kong rally after the US Supreme C","Asian stock markets largely gained ground on Monday, led by a Hong Kong rally after the US Supreme C",fa3bcd59-0f7f-3fa4-9c20-782a9f23230a
2026-02-23 15:55:48+00:00,Scarcity value puts a rocket under China’s AI challengers,https://finance.yahoo.com/news/scarcity-value-puts-rocket-under-155548313.html,Financial Times,0700.HK,"Which is the better investment: a big, established tech group at a relatively modest valuation or an unproven fledgling at hundreds of times...","Which is the better investment: a big, established tech group at a relatively modest valuation or an unproven fledgling at hundreds of times...",82ab1782-1eb7-3841-9cb1-2516d2209fb5
2026-02-23 22:08:00+00:00,"Tech, Media & Telecom Roundup: Market Talk",https://www.wsj.com/tech/tech-media-telecom-roundup-market-talk-138d0af8?siteid=yhoof2&yptr=yahoo,The Wall Street Journal,3690.HK,"Find insight on Nvidia, AI’s impact on software companies and more in the latest Market Talks covering Technology, Media and Telecom.","Find insight on Nvidia, AI’s impact on software companies and more in the latest Market Talks covering Technology, Media and Telecom.",81791f08-b964-3ce4-8b84-e28554faa160
2026-02-23 22:08:00+00:00,"Tech, Media & Telecom Roundup: Market Talk",https://www.wsj.com/tech/tech-media-telecom-roundup-market-talk-138d0af8?siteid=yhoof2&yptr=yahoo,The Wall Street Journal,^HSI,"Find insight on Nvidia, AI’s impact on software companies and more in the latest Market Talks covering Technology, Media and Telecom.","Find insight on Nvidia, AI’s impact on software companies and more in the latest Market Talks covering Technology, Media and Telecom.",81791f08-b964-3ce4-8b84-e28554faa160
2026-02-24 09:12:41+00:00,Tencent Faces UK Pension Scrutiny While Valuation Signals Potential Upside,https://finance.yahoo.com/news/tencent-faces-uk-pension-scrutiny-091241511.html,Simply Wall St.,0700.HK,"UK Parliament’s pension fund faces criticism for indirect exposure to Tencent Holdings (SEHK:700) through pooled investments. Concerns focus on potential links between Tencent and China’s military under military civil fusion policies. Debate has intensified because the same fund excludes major British defence firms on ESG grounds. Tencent is a large Chinese technology group with businesses spanning social media, online gaming and digital payments, which makes it a common holding in global...","UK Parliament’s pension fund faces criticism for indirect exposure to Tencent Holdings (SEHK:700) through pooled investments. Concerns focus on potential links between Tencent and China’s military under military civil fusion policies. Debate has intensified because the same fund excludes major British defence firms on ESG grounds. Tencent is a large Chinese technology group with businesses spanning social media, online gaming and digital payments, which makes it a common holding in global...",c4c5e635-b4d2-3d29-a80c-e5076f67332d
2026-02-24 10:41:37+00:00,"Tech, AI Outlooks Roil But Broadly Lift Asian Stock Markets",https://finance.yahoo.com/news/tech-ai-outlooks-roil-broadly-104137243.html,MT Newswires,^HSI,"Asian stock markets tracked unevenly higher Tuesday, as some tech issues faded on AI-disruption conc","Asian stock markets tracked unevenly higher Tuesday, as some tech issues faded on AI-disruption conc",c9d9dd64-e991-3863-b7d3-a4054d6e34c6
2026-02-25 08:25:01+00:00,ByteDance's AI chatbot Doubao wins China holiday battle with 100 million users,https://finance.yahoo.com/news/bytedances-ai-chatbot-doubao-wins-082501622.html,Reuters,0700.HK,"BEIJING, Feb 25 (Reuters) - ByteDance's Doubao chatbot attracted over 100 million daily active users during China's Lunar New Year holiday, winning an AI battle that saw ‌the country's largest tech companies spend billions to acquire new users, a private survey showed.","BEIJING, Feb 25 (Reuters) - ByteDance's Doubao chatbot attracted over 100 million daily active users during China's Lunar New Year holiday, winning an AI battle that saw ‌the country's largest tech companies spend billions to acquire new users, a private survey showed.",d13b87f4-af5b-3d77-9617-d3c187da2815
2026-02-25 09:09:29+00:00,Xiaomi challenges India tax authority over tariffs on royalties in closely watched case,https://finance.yahoo.com/news/xiaomi-challenges-india-tax-authority-090929959.html,Reuters,1810.HK,"By Arpan Chaturvedi and Aditya Kalra NEW DELHI, Feb 25 (Reuters) - Xiaomi has challenged an Indian tax ruling that said the company evaded $72 million in tariffs on royalty payments, according to","By Arpan Chaturvedi and Aditya Kalra NEW DELHI, Feb 25 (Reuters) - Xiaomi has challenged an Indian tax ruling that said the company evaded $72 million in tariffs on royalty payments, according to",5d322290-8e7f-3469-9dfb-51cc703f2886
2026-02-25 09:15:22+00:00,Wall Street rises and FTSE hits fresh record high ahead of Nvidia earnings,https://finance.yahoo.com/news/live/ftse-100-live-stocks-rise-uk-energy-bills-ofgem-091522017.html,Yahoo Finance UK,^HSI,Morgan Stanley analysts expressed confidence that the company would perform well for the full year,Morgan Stanley analysts expressed confidence that the company would perform well for the full year,f9867ab3-bc49-4c4d-8cac-0bb4e2b8d8af
2026-02-25 10:42:56+00:00,"AI Fears Ebb, Record Highs Struck on Asian Stock Markets",https://finance.yahoo.com/news/ai-fears-ebb-record-highs-104256853.html,MT Newswires,^HSI,"Asian stock markets rallied Wednesday on Wall Street cues, with multiple record-highs tallied as tra","Asian stock markets rallied Wednesday on Wall Street cues, with multiple record-highs tallied as tra",4265174c-b877-3af3-9f33-19bf43fa2568
2026-02-25 18:58:36+00:00,Nvidia's China Window Remains Closed,https://finance.yahoo.com/news/nvidias-china-window-remains-closed-185836190.html,GuruFocus.com,0700.HK,"H200 Exports Approved, Not Delivered","H200 Exports Approved, Not Delivered",bdfaea3b-acd3-3a63-a7e1-1559f38e0369
2026-02-26 03:26:23+00:00,Baidu’s Swift $11 Billion Selloff Shows Struggle to Meet AI Hype,https://finance.yahoo.com/news/baidu-swift-11-billion-selloff-235019137.html,Bloomberg,0700.HK,"The search engine specialist kicks off December-quarter earnings for China’s Big Tech on Thursday, amid growing concern that its AI investments are not translating into a meaningful growth driver quickly enough.  “In the crowded field of Chinese AI players, Baidu is viewed more as an optionality or valuation‑driven sum‑of‑the-parts story rather than a clearly defined long‑term winner,” said Gary Tan, portfolio manager at Allspring Global Investments LLC. “Baidu must demonstrate it is leveraging its AI capabilities to build a true full stack AI platform rather than acting as a jack of all trades.”  Baidu was among the first Chinese companies to embrace AI and roll out a ChatGPT-like service, but it has lost leadership in the field to larger rivals as well as newcomers like DeepSeek.","The search engine specialist kicks off December-quarter earnings for China’s Big Tech on Thursday, amid growing concern that its AI investments are not translating into a meaningful growth driver quickly enough.  “In the crowded field of Chinese AI players, Baidu is viewed more as an optionality or valuation‑driven sum‑of‑the-parts story rather than a clearly defined long‑term winner,” said Gary Tan, portfolio manager at Allspring Global Investments LLC. “Baidu must demonstrate it is leveraging its AI capabilities to build a true full stack AI platform rather than acting as a jack of all trades.”  Baidu was among the first Chinese companies to embrace AI and roll out a ChatGPT-like service, but it has lost leadership in the field to larger rivals as well as newcomers like DeepSeek.",b0c801ac-fdfb-3cff-9f24-0d6664f17978
2026-02-26 09:06:30+00:00,Wall Street slips and FTSE rises as traders assess Nvidia earnings and US jobs data,https://finance.yahoo.com/news/live/ftse-100-live-stocks-nvidia-earnings-us-tariffs-iran-talks-090630178.html,Yahoo Finance UK,^HSI,Nvidia's results beat analysts' expectations on the top and bottom lines,Nvidia's results beat analysts' expectations on the top and bottom lines,97f6daef-d13f-40ef-8ab8-3a2741760792
2026-02-26 11:09:45+00:00,Tech Outlook Undergirds Asian Stock Markets,https://finance.yahoo.com/news/tech-outlook-undergirds-asian-stock-110945137.html,MT Newswires,^HSI,"Asian stock markets largely rallied Thursday, after US-based tech bellwether and chipmaker Nvidia's","Asian stock markets largely rallied Thursday, after US-based tech bellwether and chipmaker Nvidia's",03ba178f-07fc-3c78-b7a4-d3ec343473da
2026-02-26 11:56:00+00:00,Baidu Profit Drops as Revenue Decline Continues,https://finance.yahoo.com/news/baidu-profit-drops-revenue-decline-115600207.html,The Wall Street Journal,0700.HK,"The Chinese search reported sharply lower profit, with revenue declining for a third straight quarter, as it struggles to transform its businesses in the AI era.","The Chinese search reported sharply lower profit, with revenue declining for a third straight quarter, as it struggles to transform its businesses in the AI era.",8aa8b1aa-8756-307e-898b-126646fccded
2026-02-26 14:20:33+00:00,"HSBC cuts U.S. exposure, boosts EM equities",https://finance.yahoo.com/news/hsbc-cuts-u-exposure-boosts-142033720.html,Investing.com,0005.HK,"Investing.com -- HSBC has reduced its exposure to U.S. equities while increasing allocations to Europe and emerging markets, saying its tactical asset allocation remains “firmly risk-on.”","Investing.com -- HSBC has reduced its exposure to U.S. equities while increasing allocations to Europe and emerging markets, saying its tactical asset allocation remains “firmly risk-on.”",2e5bd77d-f6dd-37e1-a2ec-9f4129d9093d
2026-02-26 15:05:28+00:00,Why Baidu Stock Is Falling Today,https://finance.yahoo.com/news/baidu-shares-slide-ai-costs-150528145.html,GuruFocus.com,0700.HK,Investors Question Baidu's AI Ambitions as Earnings Pressure Mounts,Investors Question Baidu's AI Ambitions as Earnings Pressure Mounts,d20e3bb7-c93c-3fa7-91f7-281b0a0aaa34
2026-02-26 15:05:28+00:00,Why Baidu Stock Is Falling Today,https://finance.yahoo.com/news/baidu-shares-slide-ai-costs-150528145.html,GuruFocus.com,9988.HK,Investors Question Baidu's AI Ambitions as Earnings Pressure Mounts,Investors Question Baidu's AI Ambitions as Earnings Pressure Mounts,d20e3bb7-c93c-3fa7-91f7-281b0a0aaa34
2026-02-26 15:22:19+00:00,"CrowdStrike (CRWD)’s Killing It, Says Jim Cramer",https://finance.yahoo.com/news/crowdstrike-crwd-killing-says-jim-152219991.html,Insider Monkey,0005.HK,"We recently published 12 Stocks on Jim Cramer’s Radar. CrowdStrike Holdings, Inc. (NASDAQ:CRWD) is one of the stocks on Jim Cramer’s radar. CrowdStrike Holdings, Inc. (NASDAQ:CRWD) is a cybersecurity company. Its shares are down by 6.3% over the past year and by 21% year-to-date. The stock tumbled last week after AI firm Anthropic announced a new […]","We recently published 12 Stocks on Jim Cramer’s Radar. CrowdStrike Holdings, Inc. (NASDAQ:CRWD) is one of the stocks on Jim Cramer’s radar. CrowdStrike Holdings, Inc. (NASDAQ:CRWD) is a cybersecurity company. Its shares are down by 6.3% over the past year and by 21% year-to-date. The stock tumbled last week after AI firm Anthropic announced a new […]",b6117599-bf83-3fc9-b295-d86e6a80689d
2026-02-26 16:25:40+00:00,HSBC names generative AI a leading investment area,https://finance.yahoo.com/news/hsbc-names-generative-ai-leading-162540449.html,CIO Dive,0005.HK,"The global bank plans to use the technology for employee assistance, process reengineering and customer experience.","The global bank plans to use the technology for employee assistance, process reengineering and customer experience.",9b7ba837-1b39-306a-a2d9-14293b38ca33
2026-02-26 17:00:03+00:00,Are You Looking for a Top Momentum Pick? Why HSBC (HSBC) is a Great Choice,https://finance.yahoo.com/news/looking-top-momentum-pick-why-170003960.html,Zacks,0005.HK,Does HSBC (HSBC) have what it takes to be a top stock pick for momentum investors? Let's find out.,Does HSBC (HSBC) have what it takes to be a top stock pick for momentum investors? Let's find out.,527c2448-d719-33d0-901c-3e6e302455bd
2026-02-26 21:08:00+00:00,Payoneer Global Inc (PAYO) Q4 2025 Earnings Call Highlights: Record Revenue Growth and ...,https://finance.yahoo.com/news/payoneer-global-inc-payo-q4-210800252.html,GuruFocus.com,9988.HK,"Payoneer Global Inc (PAYO) reports a 14% revenue growth and a significant shift towards AI-first strategies, despite facing challenges from market transitions and increased operating expenses.","Payoneer Global Inc (PAYO) reports a 14% revenue growth and a significant shift towards AI-first strategies, despite facing challenges from market transitions and increased operating expenses.",9e62ad20-66c6-35bb-8388-d20447f1f0fa
2026-02-26 23:11:24+00:00,Is Tencent Holdings (SEHK:700) Pricing Look Attractive After Recent Regulatory Headlines?,https://finance.yahoo.com/news/tencent-holdings-sehk-700-pricing-231124878.html,Simply Wall St.,0700.HK,"If you are wondering whether Tencent Holdings is offering fair value right now, you are not alone, especially with the stock still closely watched by long term investors. The share price closed at HK$512.0, with returns of a 3.9% decline over 7 days, a 15.7% decline over 30 days, a 17.8% decline year to date, a 4.3% gain over 1 year, a 44.6% gain over 3 years and a 16.9% decline over 5 years, which gives a mixed picture for anyone trying to judge current pricing. Recent headlines have...","If you are wondering whether Tencent Holdings is offering fair value right now, you are not alone, especially with the stock still closely watched by long term investors. The share price closed at HK$512.0, with returns of a 3.9% decline over 7 days, a 15.7% decline over 30 days, a 17.8% decline year to date, a 4.3% gain over 1 year, a 44.6% gain over 3 years and a 16.9% decline over 5 years, which gives a mixed picture for anyone trying to judge current pricing. Recent headlines have...",a31dfa41-0687-34d1-af96-23f25b47729a
2026-02-27 01:13:57+00:00,Is It Time To Reassess Meituan (SEHK:3690) After Its Prolonged Share Price Slide?,https://finance.yahoo.com/news/time-reassess-meituan-sehk-3690-011357037.html,Simply Wall St.,3690.HK,"If you are wondering whether Meituan's current share price still reflects its long term potential or if the market has simply become too cautious, a closer look at what you are paying for each unit of business performance can be very revealing. Meituan's share price recently closed at HK$80.45, with returns of 1.9% decline over 7 days, 16.7% decline over 30 days, 23.1% decline year to date, and 53.4% decline over 1 year, extending to 43.1% decline over 3 years and 76.3% decline over 5...","If you are wondering whether Meituan's current share price still reflects its long term potential or if the market has simply become too cautious, a closer look at what you are paying for each unit of business performance can be very revealing. Meituan's share price recently closed at HK$80.45, with returns of 1.9% decline over 7 days, 16.7% decline over 30 days, 23.1% decline year to date, and 53.4% decline over 1 year, extending to 43.1% decline over 3 years and 76.3% decline over 5...",29499cb1-f1b5-381c-ba5a-3fdd0cc80ee3
2026-02-27 01:14:21+00:00,HSBC Reshapes Returns Story With Record Profit And Hang Seng Deal,https://finance.yahoo.com/news/hsbc-reshapes-returns-story-record-011421750.html,Simply Wall St.,0005.HK,"HSBC Holdings (LSE:HSBA) has reported record annual profit under its new CEO. The bank has accelerated its cost savings plan, reaching its target six months ahead of schedule. HSBC has completed the $13.7b privatization of Hang Seng Bank as part of a wider restructuring. With shares at £13.98, HSBC Holdings comes into this news after strong recent share price performance, including a 17.3% gain year to date and 61.6% over the past year. Longer term, the stock has delivered very large...","HSBC Holdings (LSE:HSBA) has reported record annual profit under its new CEO. The bank has accelerated its cost savings plan, reaching its target six months ahead of schedule. HSBC has completed the $13.7b privatization of Hang Seng Bank as part of a wider restructuring. With shares at £13.98, HSBC Holdings comes into this news after strong recent share price performance, including a 17.3% gain year to date and 61.6% over the past year. Longer term, the stock has delivered very large...",bf6aee62-0b80-30c6-a39b-1bb04de85b12
2026-02-27 10:44:08+00:00,"Tech, Stimulus Outlooks Nudge Asian Stock Markets Higher",https://finance.yahoo.com/news/tech-stimulus-outlooks-nudge-asian-104408343.html,MT Newswires,^HSI,"Asian stock markets edged unevenly higher Friday, as traders looked for values after recent bear mov","Asian stock markets edged unevenly higher Friday, as traders looked for values after recent bear mov",e9caa2ff-3c08-3033-8250-ed1ba9157ffc
2026-02-27 11:47:32+00:00,"DBS, SMFG others vie for HSBC Indonesia retail unit – report",https://finance.yahoo.com/news/dbs-smfg-others-vie-hsbc-114732711.html,Retail Banker International,0005.HK,"Interested banks include DBS Group, OCBC, UOB, Malaysia’s CIMB Group, and Japan’s Sumitomo Mitsui Financial Group.","Interested banks include DBS Group, OCBC, UOB, Malaysia’s CIMB Group, and Japan’s Sumitomo Mitsui Financial Group.",27841762-6b31-3798-8f39-90b5d2724c9b
2026-02-27 13:14:00+00:00,Grab 3 Stocks That Announced Dividend Hikes Amid Market Volatility,https://finance.yahoo.com/news/grab-3-stocks-announced-dividend-131400879.html,Zacks,0005.HK,"Amid 2026 market volatility, HSBC, STN and CRM stand out after announcing fresh dividend hikes, offering investors steady income as uncertainty lingers.","Amid 2026 market volatility, HSBC, STN and CRM stand out after announcing fresh dividend hikes, offering investors steady income as uncertainty lingers.",29c85308-4bb2-3ceb-bac0-a0286bc7d47a
2026-02-27 13:25:55+00:00,"BCA turns neutral on U.S. stocks, following HSBC",https://finance.yahoo.com/news/bca-turns-neutral-u-stocks-132555825.html,Investing.com,0005.HK,"Investing.com -- BCA Research has shifted its stance on U.S. equities to neutral, mirroring a similar move by HSBC on thursday, after revised employment data showed the labour market had been far weaker than previously understood.","Investing.com -- BCA Research has shifted its stance on U.S. equities to neutral, mirroring a similar move by HSBC on thursday, after revised employment data showed the labour market had been far weaker than previously understood.",161244a8-057e-33ca-b77a-ef45924b6ed6
2026-02-27 14:00:06+00:00,Alibaba Group Holding Limited (BABA) is Attracting Investor Attention: Here is What You Should Know,https://finance.yahoo.com/news/alibaba-group-holding-limited-baba-140006414.html,Zacks,9988.HK,"Zacks.com users have recently been watching Alibaba (BABA) quite a bit. Thus, it is worth knowing the facts that could determine the stock's prospects.","Zacks.com users have recently been watching Alibaba (BABA) quite a bit. Thus, it is worth knowing the facts that could determine the stock's prospects.",112b5897-ba19-3bc9-b343-7ebdf545e2ed
2026-02-27 14:27:33+00:00,Xiaomi launches safety advisory committee after EV accidents in China,https://finance.yahoo.com/news/xiaomi-launches-safety-advisory-committee-142733259.html,Reuters,1810.HK,"BEIJING, Feb 27 () - Chinese electric vehicle maker Xiaomi said on Friday that it will set up a committee of advisers to assess the ‌safety of its cars, as it moves to combat rising criticism over ‌a recent spate of accidents. The company also plans to hold regular meetings with car owners, media and experts ​to hear their suggestions regarding the safety of its vehicles, with the first session set for the first half of this year, Hou Jinglei, head of Xiaomi's EV safety department, said during a","BEIJING, Feb 27 () - Chinese electric vehicle maker Xiaomi said on Friday that it will set up a committee of advisers to assess the ‌safety of its cars, as it moves to combat rising criticism over ‌a recent spate of accidents. The company also plans to hold regular meetings with car owners, media and experts ​to hear their suggestions regarding the safety of its vehicles, with the first session set for the first half of this year, Hou Jinglei, head of Xiaomi's EV safety department, said during a",bad324b7-4cce-33cc-90fb-d89c05492d35
2026-02-27 14:59:00+00:00,Will Heavy Capex Spending Weigh on Amazon's AI Ambitions?,https://finance.yahoo.com/news/heavy-capex-spending-weigh-amazons-145900177.html,Zacks,9988.HK,"AMZN plans a $200 billion capex surge for 2026 after record Q4 results, but shrinking free cash flow raises stakes for its AI growth ambitions.","AMZN plans a $200 billion capex surge for 2026 after record Q4 results, but shrinking free cash flow raises stakes for its AI growth ambitions.",fa139996-709d-3da7-a9fc-9e0459c6adaa
2026-02-27 15:50:25+00:00,Strengthen Your Passive Income Stream with High-Yielding REITs,https://finance.yahoo.com/news/strengthen-passive-income-stream-high-155025069.html,24/7 Wall St.,0005.HK,"With all of the chaos in the markets, it’s a good idea to protect your portfolio and generate income with high-yielding stocks. Look at real estate investment trusts (REITs), for example. For one, most are a great hedge against inflation. After all, when inflation rises, so do a lot of rents. Two, we’re seeing a ... Strengthen Your Passive Income Stream with High-Yielding REITs","With all of the chaos in the markets, it’s a good idea to protect your portfolio and generate income with high-yielding stocks. Look at real estate investment trusts (REITs), for example. For one, most are a great hedge against inflation. After all, when inflation rises, so do a lot of rents. Two, we’re seeing a ... Strengthen Your Passive Income Stream with High-Yielding REITs",f767c180-1f4f-30fb-96c0-71f3a3742def
2026-02-27 20:07:29+00:00,Contrarian Capital Scales Back on Core Natural Resources as Coal Markets Normalize,https://finance.yahoo.com/news/contrarian-capital-scales-back-core-200729367.html,Motley Fool,9988.HK,"Coal markets have moved beyond the emergency pricing that once benefited producers like Core Natural Resources. With supply constraints easing and demand patterns stabilizing, the company now operates in a more conventional commodity cycle.","Coal markets have moved beyond the emergency pricing that once benefited producers like Core Natural Resources. With supply constraints easing and demand patterns stabilizing, the company now operates in a more conventional commodity cycle.",d2061b15-2a8a-3d62-8855-0e96fcba7d7e
2026-02-27 21:47:40+00:00,"Earnings live: Block mass layoffs earn Wall Street's approval, Duolingo shares plunge",https://finance.yahoo.com/news/live/earnings-live-block-mass-layoffs-earn-wall-streets-approval-duolingo-shares-plunge-214740021.html,Yahoo Finance,9988.HK,"The S&P 500 was on track for double-digit earnings growth, with more than half of companies having reported Q4 results so far.","The S&P 500 was on track for double-digit earnings growth, with more than half of companies having reported Q4 results so far.",19cd1080-a43d-4393-8ed1-77d2b30d3322
2026-02-27 22:22:29+00:00,"Stock Market Today, Feb. 27: Coupang Rises After Investors Focus on Stabilization Following Data Incident",https://finance.yahoo.com/news/stock-market-today-feb-27-222229069.html,Motley Fool,9988.HK,"Today, Feb. 27, 2026, investors are weighing Coupang’s post‑breach recovery plan, buybacks, and fresh guidance against sector-wide pressure.","Today, Feb. 27, 2026, investors are weighing Coupang’s post‑breach recovery plan, buybacks, and fresh guidance against sector-wide pressure.",03acaebf-353e-3769-bce3-84bee1bd53a6
2026-02-27 22:42:00+00:00,"Buy the Dip in Nvidia Stock After Q4 Earnings, or is it Too Soon?",https://finance.yahoo.com/news/buy-dip-nvidia-stock-q4-224200117.html,Zacks,9988.HK,"Despite posting blowout quarterly results as usual, Nvidia stock is now down over 6% since its Q4 report on Wednesday amid AI sustainability concerns.","Despite posting blowout quarterly results as usual, Nvidia stock is now down over 6% since its Q4 report on Wednesday amid AI sustainability concerns.",86f07d04-3966-3990-ae56-3062ce30d0bd
2026-02-27 22:45:04+00:00,Alibaba (BABA) Sees a More Significant Dip Than Broader Market: Some Facts to Know,https://finance.yahoo.com/news/alibaba-baba-sees-more-significant-224504288.html,Zacks,9988.HK,"The latest trading day saw Alibaba (BABA) settling at $144.11, representing a -2.66% change from its previous close.","The latest trading day saw Alibaba (BABA) settling at $144.11, representing a -2.66% change from its previous close.",35360452-7117-3c64-8577-1d09f5489fa7
2026-02-28 12:36:14+00:00,HSBC Q4 Earnings Call Highlights,https://finance.yahoo.com/news/hsbc-q4-earnings-call-highlights-123614253.html,MarketBeat,0005.HK,"HSBC (NYSE:HSBC) used its full-year 2025 fixed income investor call to highlight record profitability, continued simplification progress, and a balance sheet it described as highly liquid and capital generative, alongside updated medium-term targets and a detailed 2026 debt issuance plan. 2025 fina","HSBC (NYSE:HSBC) used its full-year 2025 fixed income investor call to highlight record profitability, continued simplification progress, and a balance sheet it described as highly liquid and capital generative, alongside updated medium-term targets and a detailed 2026 debt issuance plan. 2025 fina",3323347c-7c76-31bf-9d47-2fe6f2e0e3a0
2026-02-28 13:08:02+00:00,Alibaba AI Push And Chip Effort Meet Discounted Valuation On BABA Stock,https://finance.yahoo.com/news/alibaba-ai-push-chip-effort-130802573.html,Simply Wall St.,9988.HK,"Alibaba Group Holding (NYSE:BABA) is expanding its AI footprint with a new multi-model AI coding subscription from its cloud division. The service places several leading open-source AI models into a single plan for enterprise developers. Alibaba is also rolling out a self-developed AI chip designed for training and inference workloads. The chip effort is intended to lessen dependence on external suppliers, including those affected by export restrictions. For you as an investor, this update...","Alibaba Group Holding (NYSE:BABA) is expanding its AI footprint with a new multi-model AI coding subscription from its cloud division. The service places several leading open-source AI models into a single plan for enterprise developers. Alibaba is also rolling out a self-developed AI chip designed for training and inference workloads. The chip effort is intended to lessen dependence on external suppliers, including those affected by export restrictions. For you as an investor, this update...",a5e2ec04-ac04-3c0e-97bb-008765c02884
2026-02-28 16:55:27+00:00,"VNET Group, Inc. (VNET): A Bull Case Theory",https://finance.yahoo.com/news/vnet-group-inc-vnet-bull-165527644.html,Insider Monkey,0700.HK,"We came across a bullish thesis on VNET Group, Inc. on Agon Investments’s Substack. In this article, we will summarize the bulls’ thesis on VNET. VNET Group, Inc.’s share was trading at $11.85 as of February 20th. VNET’s forward P/E was 25.64 according to Yahoo Finance. VNET Group, Inc. sits at the center of China’s AI infrastructure supercycle, providing hosting and […]","We came across a bullish thesis on VNET Group, Inc. on Agon Investments’s Substack. In this article, we will summarize the bulls’ thesis on VNET. VNET Group, Inc.’s share was trading at $11.85 as of February 20th. VNET’s forward P/E was 25.64 according to Yahoo Finance. VNET Group, Inc. sits at the center of China’s AI infrastructure supercycle, providing hosting and […]",e5534f70-ca8e-36c4-86d7-1b84e26dc183
2026-03-01 02:36:07+00:00,China’s annual policy summit to focus on tech shift and debt issuance,https://finance.yahoo.com/news/china-annual-policy-summit-focus-023607982.html,Investing.com,0700.HK,"Investing.com – China is expected to set a 2026 economic growth target of 4.5%–5.0% during its upcoming National People’s Congress (NPC), signaling that policymakers may be willing to accept a slower expansion in exchange for long-term structural health.","Investing.com – China is expected to set a 2026 economic growth target of 4.5%–5.0% during its upcoming National People’s Congress (NPC), signaling that policymakers may be willing to accept a slower expansion in exchange for long-term structural health.",380aafde-da25-3998-8b93-2e0943982534
